,date,tweet,vader_neg,vader_neu,vader_pos,vader_compound,tweet_clean
91,27/11/2020,Hurt in private Heal in silence Shine in public 💫💫 #GoodNightTwitterWorld #claddingscandal #areyouok #adamsonbarbeque #JohnnyDeppIsMyGrindelwald #domesticviolence #Gaza #domesticviolence #16DaysOfActivism #Belanjawan2021 #4YearsOfDearZindagi,0.145,0.855,0,-0.5267,hurt private heal silence shine public 💫💫 goodnighttwitterworld claddingscandal areyouok adamsonbarbeque johnnydeppismygrindelwald domesticviolence gaza domesticviolence 16daysofactivism belanjawan2021 4yearsofdearzindagi
92,27/11/2020,"Ya, whatever. #SyedSaddiq the damage is done, saying sorry now doesn't negate the fact that you failed to stand up to an oppressive #Belanjawan2021. Maybe you should go back and rework your #MUDA charter. You support an all inclusive party but not an all inclusive #Malaysia.  https://t.co/PgNDbtH8DA",0.14,0.789,0.071,-0.3716,ya whatever syedsaddiq damage done saying sorry doesnt negate fact failed stand oppressive belanjawan2021 maybe go back rework muda charter support inclusive party inclusive malaysia
93,27/11/2020,@msianinsight @anthonyloke stop the BULLSHIT please! It was never meant to be the #Belanjawan2021 that needed to be ousted.  How are you going to return @pakatanharapan_ GE-14 election mandate which was stolen by #Backdoor @MuhyiddinYassin government now?,0.225,0.725,0.051,-0.837,msianinsight anthonyloke stop bullshit please never meant belanjawan2021 needed ousted going return pakatanharapan ge14 election mandate stolen backdoor muhyiddinyassin government
94,27/11/2020,"adakah optics ""rural malay votes"" (who btw, will not vote non UMNO after this anyway) or ""hormat istana"" better than losing support from those who actually voted for you? some PKR MPs are either silent or condescending to the people. some MUDA are missing today. #Belanjawan2021",0.092,0.802,0.107,0.2023,adakah optics rural malay votes btw vote non umno anyway hormat istana better losing support actually voted pkr mps either silent condescending people muda missing today belanjawan2021
95,27/11/2020,Some with good principle were standing. You mean they were confused too or you don't hv principle @SyedSaddiq. You've been very vocal but so timid keeping your butt glued to Dewan Rakyat comfy seat. #Belanjawan2021,0.13,0.82,0.05,-0.4809,good principle standing mean confused dont hv principle syedsaddiq youve vocal timid keeping butt glued dewan rakyat comfy seat belanjawan2021
96,27/11/2020,Check out my Gig Fiverr: stencil art  https://t.co/9dYg70kWNj  #แจงรายจ่ายม็อบด้วยจ้า #RIPMaradona #Maradona #ม็อบ26พฤศจิกา #ايش_يسعد_المراه #RealStrayKids10M #엑소카이 #diegoyavedatrtsporda #Belanjawan2021 #blackpink #Sara #WhatsApp #Seokjin #Mmmh,0,1,0,0,check gig fiverr stencil art แจงรายจ่ายม็อบด้วยจ้า ripmaradona maradona ม็อบ26พฤศจิกา ايشيسعدالمراه realstraykids10m 엑소카이 diegoyavedatrtsporda belanjawan2021 blackpink sara whatsapp seokjin mmmh
97,27/11/2020,@esshimself In the 1st place  Anwar n PH keep shouting not about budget 2021 but the legality Muhyiddin government. Its not about belanjawan PN good or not or need to improve.,0,0.784,0.216,0.8271,esshimself 1st place anwar n ph keep shouting budget 2021 legality muhyiddin government belanjawan pn good need improve
98,27/11/2020,Malaysian MPs from all sides of the divide should continue supporting the safe passage for #Budget2021 . Do the right thing for once please. Do it for Malaysia. Is that too much to ask? Economic recovery is our utmost priority now. #Belanjawan2021 #MyMalaysia,0,0.828,0.172,0.7964,malaysian mps sides divide continue supporting safe passage budget2021 right thing please malaysia much ask economic recovery utmost priority belanjawan2021 mymalaysia
99,27/11/2020,Opposition MPs when the people call them out for not standing up #Belanjawan2021  https://t.co/VPgDDj8uQP,0,1,0,0,opposition mps people call standing belanjawan2021
100,27/11/2020,"Wrote this in May with the hope to rethink #schools and #education. We must be driven to a #NewNormal, strive for transformation in education. Funds to innovate needed. #Belanjawan2021    #COVID19  catalyst for driving transformation of schools  https://t.co/NnXuNX026b",0,0.848,0.152,0.7269,wrote may hope rethink schools education must driven newnormal strive transformation education funds innovate needed belanjawan2021 covid19 catalyst driving transformation schools
101,27/11/2020,"@esshankar1 @limkitsiang @anthonyloke But then, technically #Belanjawan2021 is passed and the #PN government is safe until GE-15!  Stage 2 and 3 more for where the allocation of each ministry needs to be discussed in detail and approved.",0,0.846,0.154,0.7177,esshankar1 limkitsiang anthonyloke technically belanjawan2021 passed pn government safe ge15 stage 2 3 allocation ministry needs discussed detail approved
102,27/11/2020,"When #Belanjawan2021 was tabled, I predicted that it would pass without incident. It wasn't a huge prediction, but I'm glad to say that I got it right. I summarise everything in this video, incl links to original. Pls share for a diff take on the news.  https://t.co/vIxqbRpOSa",0.03,0.745,0.225,0.8664,belanjawan2021 tabled predicted would pass without incident wasnt huge prediction im glad say got right summarise everything video incl links original pls share diff take news
103,27/11/2020,"...and that graphic of a fler sitting down on a chair while holding a microphone by that Fahmi designer fler is ""icing"" on the #Belanjawan2021 ""cake"" laaar.  Eh, wait... 😂",0,1,0,0,graphic fler sitting chair holding microphone fahmi designer fler icing belanjawan2021 cake laaar eh wait 😂
104,27/11/2020,There's two bars in a Hamilton song that I think really sums up yesterday's trainwreck at #Belanjawan2021  We want our leaders to save the day/ But we don't get a say in what they trade away.,0,0.873,0.127,0.5423,theres two bars hamilton song think really sums yesterdays trainwreck belanjawan2021 want leaders save day dont get say trade away
105,27/11/2020,"Congratulation, Terengganu and Kedah!  Even Perikatan Nasional. 🇲🇾  Leadership through example.  #Belanjawan2021  #TeguhKitaMenangBersama #MemimpinNegara",0,0.756,0.244,0.636,congratulation terengganu kedah even perikatan nasional 🇲🇾 leadership example belanjawan2021 teguhkitamenangbersama memimpinnegara
106,27/11/2020,Some good thinking on the latest @KWSPMalaysia i-Sinar programme from @TriciaYeoh &amp; @__earth   Interesting to see how the programme has seen no less than THREE iterations since it was proposed in the #Belanjawan2021 speech   More here:   https://t.co/zZKEsrT9qK,0.053,0.813,0.134,0.5267,good thinking latest kwspmalaysia isinar programme triciayeoh earth interesting see programme seen less three iterations since proposed belanjawan2021 speech
107,27/11/2020,"I tried looking for allocation for scholarship in Belanjawan2021, couldnt find it. Anyone here knows if theres any?",0,1,0,0,tried looking allocation scholarship belanjawan2021 couldnt find anyone knows theres
108,27/11/2020,"If it's already passed, the funds are already allocated. What's the point of debating how the funds will be used at a later stage? Face it #Malaysia, #AnwarIbrahim lost, PM #Muhyiddin won. #PakatanHarapan backed the wrong guy this time. #Budget2021 #Belanjawan2021",0.117,0.779,0.104,-0.1531,already passed funds already allocated whats point debating funds used later stage face malaysia anwaribrahim lost pm muhyiddin pakatanharapan backed wrong guy time budget2021 belanjawan2021
109,27/11/2020,#Malaysia budget 2021 passage a clear victory for PM @MuhyiddinYassin in more ways than one. Not only has he demonstrated confidence in his govt - long in doubt - but also unity (for now) within his own camp as the opposition fractures #Belanjawan2021  https://t.co/ZeBgY9ouzl,0.04,0.87,0.09,0.296,malaysia budget 2021 passage clear victory pm muhyiddinyassin ways one demonstrated confidence govt long doubt also unity within camp opposition fractures belanjawan2021
110,27/11/2020,I have to agree. #DSAI #AnwarIbrahim excuse is full of crap. He got played out by BN. Noone believes that he has the numbers now. #Parlimen #DewanRakyat #Malaysia #Belanjawan2021  https://t.co/mtaSRoUwLv,0.077,0.74,0.183,0.3818,agree dsai anwaribrahim excuse full crap got played bn noone believes numbers parlimen dewanrakyat malaysia belanjawan2021
111,27/11/2020,"My people! people!! 🤣🤣how Una wake. Let your feet do the talking, stop dulling.  #Censorship2020  #adamsonbarbeque  #90DayFianceHappilyEverAfter  #AmazingRace  #AllLivesMatter  #Belanjawan2021  #CloretsMentorshipProgramme #TGIF  https://t.co/YTDKqACiFQ",0.198,0.802,0,-0.6341,people people 🤣🤣how una wake let feet talking stop dulling censorship2020 adamsonbarbeque 90dayfiancehappilyeverafter amazingrace alllivesmatter belanjawan2021 cloretsmentorshipprogramme tgif
112,27/11/2020,"@SamuelManokaran No Windfall Tax, no vote for Belanjawan 2021! 😂😂😂",0.37,0.63,0,-0.5707,samuelmanokaran windfall tax vote belanjawan 2021 😂😂😂
113,27/11/2020,"@w_out @PisauKarat No worry. If PH can put in facts and figures to proof Belanjawan 2021 is harmful to rakyat &amp; country, no one can object to reject the budget.",0.278,0.722,0,-0.8402,wout pisaukarat worry ph put facts figures proof belanjawan 2021 harmful rakyat country one object reject budget
114,27/11/2020,"@dapmalaysia Let's read Anthony Loke's view. Everyone should calm down &amp; don't be over-emotional about yesterday's #Belanjawan2021  twisted plot. For me - I get it, after all consideration. 💅",0,0.916,0.084,0.3182,dapmalaysia lets read anthony lokes view everyone calm dont overemotional yesterdays belanjawan2021 twisted plot get consideration 💅
115,27/11/2020,"Sure. Let's give sarcastic &amp; condensending comments to those frustrated voters.  Because, heck, who needs those voters anyway?  We already have the numbers.  #Belanjawan2021 #TolakBelanjawan2021",0.182,0.741,0.077,-0.4767,sure lets give sarcastic condensending comments frustrated voters heck needs voters anyway already numbers belanjawan2021 tolakbelanjawan2021
116,27/11/2020,"What a fucked up game this is? That you can never even call out your opponents in public without fear of being ostracized, bribed or betrayed? Politics is just mafioso. #Belanjawan2021 #Budget2021",0.222,0.711,0.067,-0.7982,fucked game never even call opponents public without fear ostracized bribed betrayed politics mafioso belanjawan2021 budget2021
117,27/11/2020,The government of Scotland is committed to ending period poverty by making sanitary products free. Is the Malaysian government dedicated enough to women's welfare to follow suit?  #Belanjawan2021 #Budget2021 #PeriodPoverty #GenerationEquality   https://t.co/7P3JfUylL2,0.083,0.705,0.212,0.6249,government scotland committed ending period poverty making sanitary products free malaysian government dedicated enough womens welfare follow suit belanjawan2021 budget2021 periodpoverty generationequality
118,27/11/2020,"To DAP voters who are bashing DAP, what’s your alternative if you gave up on them? MCA? Gerakan? Heh.   #Belanjawan2021 #Budget2021",0.097,0.903,0,-0.2824,dap voters bashing dap whats alternative gave mca gerakan heh belanjawan2021 budget2021
119,27/11/2020,"There's an old Russian proverb saying . . . ""Where hangs the smoke of hate burns a fiercer fire called fear."" The trick . . . was to keep that fire alive, but to know at the same time it might consume you also. #Belanjawan2021",0.164,0.792,0.043,-0.4678,theres old russian proverb saying hangs smoke hate burns fiercer fire called fear trick keep fire alive know time might consume also belanjawan2021
120,27/11/2020,@imokman Hello YB that ai voted for care to explain why yesterday happened?  Also why you’re buddy2 &amp; rehabilitating a known sexual harasser? Double whammy jadi your female &amp; other minorities constituents.  #Belanjawan2021 #EndViolenceAgainstWomen #16Days #NothingAboutUsWithoutUs,0.094,0.826,0.08,-0.1431,imokman hello yb ai voted care explain yesterday happened also youre buddy2 rehabilitating known sexual harasser double whammy jadi female minorities constituents belanjawan2021 endviolenceagainstwomen 16days nothingaboutuswithoutus
121,27/11/2020,Belanjawan 2021 should consider this too,0,1,0,0,belanjawan 2021 consider
122,27/11/2020,"After listening to the tabling and wrapping-up session of #Belanjawan2021, should the Supply Bill be rejected, dear people? Can quote with your opinion.",0.123,0.781,0.097,-0.1779,listening tabling wrappingup session belanjawan2021 supply bill rejected dear people quote opinion
123,27/11/2020,"to pre-pandemic levels. We last saw this level in Jan2020 after which USD soared to the highs of MYR4.44 at the height of Covid-19 fears and an economic lockdown. Looking ahead, support at 4.0550 should MYR continue its strength today. #USDMYR #Belanjawan2021",0.059,0.818,0.124,0.4767,prepandemic levels last saw level jan2020 usd soared highs myr444 height covid19 fears economic lockdown looking ahead support 40550 myr continue strength today usdmyr belanjawan2021
124,27/11/2020,I want to hear you scream my name when you cum. #Belanjawan2021  https://t.co/0UvXiVPxwl,0.193,0.714,0.093,-0.34,want hear scream name cum belanjawan2021
125,27/11/2020,"🇲🇾 Peringkat Dasar Rang Undang-Undang Perbekalan (Belanjawan) / Budget 2021 was passed in voice vote, with only 13 out of 15 required stood up for vote counting process. #Malaysia #Budget2021 #Belanjawan2021",0,1,0,0,🇲🇾 peringkat dasar rang undangundang perbekalan belanjawan budget 2021 passed voice vote 13 15 required stood vote counting process malaysia budget2021 belanjawan2021
126,27/11/2020,"Education in #COVID19 : are we pushing to continue #learning or #schooling?  #Belanjawan2021 seems to to be pushing schooling, with little innovation in learning.",0,0.905,0.095,0.3197,education covid19 pushing continue learning schooling belanjawan2021 seems pushing schooling little innovation learning
127,27/11/2020,That’s it that’s all vote clean cut #AMERICAISBACK  #Belanjawan2021 #BlackFriday  https://t.co/JenwbrueiD,0.152,0.652,0.196,0.1531,thats thats vote clean cut americaisback belanjawan2021 blackfriday
128,26/11/2020,"@__earth Are they believe propaganda by government? If #belanjawan2021 not pass, no salary for frontliners and so on?",0.117,0.79,0.093,-0.121,earth believe propaganda government belanjawan2021 pass salary frontliners
129,26/11/2020,"Seeing an ocean of opposition MPs especially Anwar didn't show any sign to oppose Belanjawan 2021, I will suggest them to go gym often or do strengthening exercise so that their leg muscles will gain more strength. Their mouth muscles is the only strong muscles so far",0,0.758,0.242,0.9245,seeing ocean opposition mps especially anwar didnt show sign oppose belanjawan 2021 suggest go gym often strengthening exercise leg muscles gain strength mouth muscles strong muscles far
